TEAM,GP,W,L,MIN,"%FGA
Utah Jazz,82,53,29,48.2,86.5,13.5,66.2,22.6,12.3,11.8,21.5,18.0,43.6,69.3,30.7,87.4,12.6,71.3,28.7,2000
Milwaukee Bucks,82,52,30,48.2,78.2,21.8,61.7,28.5,20.4,14.5,17.8,16.9,33.2,52.9,47.1,87.9,12.1,59.3,40.7,2000
Phoenix Suns,82,51,31,48.3,84.4,15.6,67.8,28.1,12.9,15.1,19.3,19.8,39.7,61.5,38.5,89.8,10.2,64.7,35.3,2000
Miami Heat,82,50,32,48.5,77.9,22.1,60.8,24.6,19.7,11.2,19.5,19.1,36.2,56.0,44.0,81.2,18.8,60.5,39.5,2000
Portland Trail Blazers,82,50,32,48.2,83.5,16.5,67.4,26.0,14.1,12.9,18.5,17.3,41.4,62.9,37.1,82.9,17.1,65.3,34.7,2000
New York Knicks,82,48,34,48.5,82.0,18.0,65.0,27.1,16.1,8.3,18.9,17.6,37.9,50.6,49.4,82.6,17.4,55.2,44.8,2000
Minnesota Timberwolves,82,47,35,48.4,86.9,13.1,70.8,34.2,12.1,15.5,17.1,17.4,36.7,63.7,36.3,88.2,11.8,66.2,33.8,2000
Toronto Raptors,82,47,35,48.7,83.3,16.7,65.4,29.9,16.1,17.0,18.5,15.6,35.5,63.0,37.0,82.8,17.2,65.7,34.3,2000
Charlotte Hornets,82,46,36,48.5,84.9,15.1,65.3,28.3,13.5,14.7,21.2,16.8,37.0,65.0,35.0,88.5,11.5,67.9,32.1,2000
Houston Rockets,82,45,37,48.4,78.3,21.7,61.2,20.3,19.0,11.2,19.8,15.1,40.9,49.8,50.2,79.2,20.8,54.8,45.2,2000
Seattle SuperSonics,82,44,38,48.3,82.4,17.6,64.3,16.9,17.5,15.4,18.2,18.1,47.4,53.8,46.2,88.6,11.4,59.2,40.8,2000
Orlando Magic,82,43,39,48.7,80.4,19.6,63.1,25.8,18.4,15.4,18.5,18.9,37.3,54.8,45.2,85.9,14.1,59.8,40.2,2000
Indiana Pacers,82,41,41,48.7,82.0,18.0,64.1,28.1,15.7,12.0,20.3,15.6,36.0,58.0,42.0,88.9,11.1,62.3,37.7,2000
Denver Nuggets,82,40,42,48.2,79.0,21.0,62.3,21.9,19.4,15.8,18.3,15.2,40.4,62.0,38.0,86.1,13.9,66.1,33.9,2000
Boston Celtics,82,36,46,48.4,74.8,25.2,56.2,18.6,22.9,10.7,20.9,19.0,37.7,53.2,46.8,92.6,7.4,61.6,38.4,2000
Detroit Pistons,82,32,50,48.4,83.8,16.2,64.6,28.0,14.9,16.1,20.5,17.5,36.5,51.3,48.7,84.8,15.2,55.8,44.2,2000
Los Angeles Clippers,82,31,51,48.9,83.6,16.4,66.9,20.7,14.2,12.3,18.8,15.1,46.2,50.5,49.5,84.7,15.3,54.7,45.3,2000
Cleveland Cavaliers,82,30,52,48.4,89.9,10.1,70.6,27.4,8.7,14.2,20.6,17.4,43.2,56.4,43.6,91.4,8.6,59.1,40.9,2000
New Jersey Nets,82,26,56,48.1,83.5,16.5,64.1,22.5,14.3,12.8,21.6,18.4,41.6,54.3,45.7,79.8,20.2,57.6,42.4,2000
Atlanta Hawks,82,25,57,48.1,86.0,14.0,68.2,28.3,13.4,12.1,18.4,16.8,39.8,50.7,49.3,81.1,18.9,54.2,45.8,2000
Vancouver Grizzlies,82,23,59,48.2,85.5,14.5,67.7,31.6,13.0,12.8,19.4,16.5,36.1,63.5,36.5,87.4,12.6,66.2,33.8,2000
Washington Wizards,82,19,63,48.0,86.9,13.1,66.9,26.3,10.8,13.6,22.3,17.0,40.7,56.3,43.7,75.3,24.7,58.1,41.9,2000
Golden State Warriors,82,17,65,48.2,86.6,13.4,70.0,26.8,11.2,14.9,18.8,19.0,43.2,58.8,41.2,80.9,19.1,60.9,39.1,2000
Chicago Bulls,82,15,67,48.4,85.2,14.8,66.6,27.5,13.7,11.7,19.6,17.7,39.1,63.4,36.6,89.4,10.6,66.5,33.5,2000
Los Angeles Lakers,82,67,15,48.3,84.7,15.3,67.6,20.4,12.5,11.6,19.9,16.4,47.2,58.2,41.8,85.8,14.2,61.2,38.8,1999
Portland Trail Blazers,82,59,23,48.2,82.5,17.5,65.4,24.5,15.3,13.8,19.3,16.0,41.0,60.4,39.6,84.8,15.2,63.7,36.3,1999
Indiana Pacers,82,56,26,48.1,77.6,22.4,59.3,24.2,21.1,13.5,19.6,15.0,35.1,53.9,46.1,90.9,9.1,60.9,39.1,1999
Utah Jazz,82,55,27,48.2,86.6,13.4,66.5,28.9,12.5,11.3,21.0,17.4,37.6,67.1,32.9,83.6,16.4,68.9,31.1,1999
Phoenix Suns,82,53,29,48.3,81.6,18.4,65.0,22.4,16.9,14.4,18.1,18.8,42.6,63.2,36.8,94.3,5.7,67.8,32.2,1999
San Antonio Spurs,82,53,29,48.4,86.2,13.8,66.5,25.7,12.6,13.6,20.9,16.1,40.8,58.8,41.2,83.9,16.1,61.6,38.4,1999
Miami Heat,82,52,30,48.4,81.4,18.6,65.3,25.9,17.3,13.3,17.4,16.0,39.4,61.2,38.8,86.1,13.9,64.9,35.1,1999
Minnesota Timberwolves,82,50,32,48.5,89.6,10.4,73.7,37.7,9.2,15.4,17.1,16.5,36.1,66.9,33.1,85.9,14.1,68.4,31.6,1999
New York Knicks,82,50,32,48.4,85.3,14.7,67.4,30.0,13.9,9.0,18.7,16.5,37.4,50.2,49.8,88.6,11.4,54.8,45.2,1999
Charlotte Hornets,82,49,33,48.2,84.7,15.3,64.3,25.2,12.6,15.3,23.1,17.8,39.1,66.1,33.9,90.9,9.1,68.9,31.1,1999
Philadelphia 76ers,82,49,33,48.4,90.5,9.5,71.7,25.7,8.0,17.3,20.3,20.0,46.0,58.7,41.3,88.0,12.0,60.7,39.3,1999
Seattle SuperSonics,82,45,37,48.2,76.8,23.2,63.1,20.8,20.2,15.9,16.8,16.6,42.3,55.8,44.2,82.1,17.9,60.4,39.6,1999
Toronto Raptors,82,45,37,48.2,83.0,17.0,64.1,31.9,16.0,18.2,19.9,16.8,32.3,61.7,38.3,87.3,12.7,65.3,34.7,1999
Sacramento Kings,82,44,38,48.3,77.3,22.7,63.7,20.5,18.6,15.8,17.7,18.2,43.2,57.6,42.4,69.9,30.1,59.6,40.4,1999
Detroit Pistons,82,42,40,48.4,81.6,18.4,61.4,24.0,15.5,16.0,23.1,17.9,37.4,50.0,50.0,92.0,8.0,56.1,43.9,1999
Milwaukee Bucks,82,42,40,48.4,84.3,15.7,67.0,32.8,14.2,14.7,18.8,17.7,34.2,54.0,46.0,88.8,11.2,58.3,41.7,1999
Orlando Magic,82,41,41,48.2,87.6,12.4,70.1,28.4,10.7,19.8,19.2,20.3,41.6,51.9,48.1,73.5,26.5,53.9,46.1,1999
Dallas Mavericks,82,40,42,48.1,81.2,18.8,64.4,27.9,18.7,15.5,16.9,17.7,36.5,50.3,49.7,89.4,10.6,56.7,43.3,1999
Boston Celtics,82,35,47,48.1,81.7,18.3,64.7,21.8,15.4,13.0,19.9,18.4,42.9,51.5,48.5,91.6,8.4,57.0,43.0,1999
Denver Nuggets,82,35,47,48.4,79.8,20.2,63.8,22.2,17.4,15.2,18.9,15.9,41.6,59.6,40.4,78.5,21.5,62.5,37.5,1999
Houston Rockets,82,34,48,48.4,75.6,24.4,59.3,15.6,21.4,15.3,19.3,15.7,43.7,54.0,46.0,80.6,19.4,59.1,40.9,1999
Cleveland Cavaliers,82,32,50,48.4,86.4,13.6,66.3,24.5,12.9,17.5,20.8,18.3,41.7,62.3,37.7,87.8,12.2,65.2,34.8,1999
New Jersey Nets,82,31,51,48.4,80.0,20.0,62.3,25.4,17.8,12.3,19.9,19.4,36.9,50.5,49.5,89.1,10.9,56.7,43.3,1999
Washington Wizards,82,29,53,48.3,86.7,13.3,67.5,26.9,12.7,11.5,19.8,16.6,40.7,55.8,44.2,83.3,16.7,58.8,41.2,1999
Atlanta Hawks,82,28,54,48.4,88.0,12.0,70.9,31.4,10.0,14.7,19.1,13.9,39.5,48.9,51.1,80.6,19.4,51.6,48.4,1999
Vancouver Grizzlies,82,22,60,48.4,86.1,13.9,66.7,23.4,12.6,13.7,20.7,17.1,43.3,54.8,45.2,90.7,9.3,58.8,41.2,1999
Golden State Warriors,82,19,63,48.2,85.0,15.0,67.7,23.8,13.2,16.2,19.1,18.0,43.8,59.5,40.5,79.1,20.9,61.8,38.2,1999
Chicago Bulls,82,17,65,48.3,83.3,16.7,64.0,22.6,14.7,8.7,21.3,17.2,41.5,60.3,39.7,86.8,13.2,63.8,36.2,1999
Los Angeles Clippers,82,15,67,48.1,81.2,18.8,64.9,22.4,17.1,11.7,18.1,15.4,42.5,47.1,52.9,76.2,23.8,51.4,48.6,1999
San Antonio Spurs,50,37,13,48.3,86.3,13.7,67.6,23.0,11.1,14.4,21.3,17.1,44.6,59.8,40.2,95.3,4.7,63.3,36.7,1998
Utah Jazz,50,37,13,48.7,89.3,10.7,66.2,24.3,9.0,13.4,24.8,17.7,41.9,70.3,29.7,84.3,15.7,71.5,28.5,1998
Portland Trail Blazers,50,35,15,48.7,82.9,17.1,63.3,23.9,15.6,13.3,21.1,18.8,39.4,57.4,42.6,86.2,13.8,61.4,38.6,1998
Indiana Pacers,50,33,17,48.4,79.3,20.7,60.7,25.9,18.6,9.7,20.6,14.8,34.8,52.0,48.0,87.8,12.2,58.1,41.9,1998
Miami Heat,50,33,17,48.1,77.4,22.6,59.7,22.3,19.5,11.3,20.9,17.4,37.4,60.4,39.6,75.1,24.9,63.1,36.9,1998
Orlando Magic,50,33,17,48.2,82.9,17.1,65.5,26.1,15.0,14.2,19.6,21.2,39.3,59.9,40.1,85.2,14.8,63.2,36.8,1998
Atlanta Hawks,50,31,19,48.3,82.9,17.1,62.2,23.6,13.7,12.1,24.1,16.3,38.6,47.7,52.3,71.6,28.4,50.7,49.3,1998
Houston Rockets,50,31,19,48.3,75.9,24.1,60.2,17.7,21.4,13.3,18.4,15.5,42.5,54.3,45.7,85.4,14.6,60.3,39.7,1998
Los Angeles Lakers,50,31,19,48.2,82.6,17.4,64.6,17.4,14.6,12.2,20.7,15.0,47.3,56.1,43.9,81.7,18.3,59.5,40.5,1998
Detroit Pistons,50,29,21,48.2,81.7,18.3,62.5,23.4,16.5,13.3,21.0,19.0,39.1,55.1,44.9,93.1,6.9,60.8,39.2,1998
Milwaukee Bucks,50,28,22,48.2,83.8,16.2,66.4,29.3,15.1,13.5,18.5,20.2,37.1,54.3,45.7,88.3,11.7,58.8,41.2,1998
Philadelphia 76ers,50,28,22,48.6,90.4,9.6,69.5,26.6,6.6,19.3,23.9,22.4,42.9,54.7,45.3,83.7,16.3,56.4,43.6,1998
New York Knicks,50,27,23,48.4,84.1,15.9,64.9,23.5,14.4,11.3,20.6,18.0,41.4,56.4,43.6,82.7,17.3,59.8,40.2,1998
Phoenix Suns,50,27,23,48.2,82.5,17.5,64.3,25.7,16.4,14.9,19.3,18.4,38.6,65.4,34.6,93.9,6.1,69.5,30.5,1998
Sacramento Kings,50,27,23,48.8,78.1,21.9,65.0,15.9,17.4,16.4,17.6,17.9,49.2,56.6,43.4,71.4,28.6,58.9,41.1,1998
Charlotte Hornets,50,26,24,48.6,80.2,19.8,60.4,23.9,17.3,13.5,22.3,18.4,36.6,62.4,37.6,87.7,12.3,66.4,33.6,1998
Minnesota Timberwolves,50,25,25,48.1,90.5,9.5,73.9,37.1,7.9,12.6,18.3,18.5,36.7,64.9,35.1,86.1,13.9,66.3,33.7,1998
Seattle SuperSonics,50,25,25,48.4,77.4,22.6,61.0,17.2,19.5,13.2,19.4,16.6,43.8,56.9,43.1,85.4,14.6,61.9,38.1,1998
Toronto Raptors,50,23,27,48.3,83.2,16.8,62.9,24.7,14.9,19.9,22.2,17.9,38.2,59.1,40.9,83.6,16.4,62.4,37.6,1998
Cleveland Cavaliers,50,22,28,48.2,85.0,15.0,63.9,23.8,12.6,12.9,23.5,20.6,40.1,67.4,32.6,89.6,10.4,70.0,30.0,1998
Golden State Warriors,50,21,29,48.5,86.5,13.5,71.0,29.8,11.0,15.0,18.0,17.3,41.3,57.5,42.5,83.3,16.7,59.9,40.1,1998
Boston Celtics,50,19,31,48.6,81.8,18.2,66.4,22.2,17.6,14.8,16.0,19.8,44.2,53.2,46.8,92.3,7.7,59.1,40.9,1998
Dallas Mavericks,50,19,31,48.3,85.2,14.8,67.5,27.8,13.2,14.7,19.2,16.5,39.7,48.3,51.7,86.1,13.9,52.7,47.3,1998
Washington Wizards,50,18,32,48.2,85.4,14.6,69.7,29.8,11.8,11.5,18.5,19.7,39.9,57.8,42.2,81.0,19.0,60.2,39.8,1998
New Jersey Nets,50,16,34,48.2,83.7,16.3,64.2,24.8,14.8,16.1,21.1,18.2,39.4,50.8,49.2,79.1,20.9,54.6,45.4,1998
Denver Nuggets,50,14,36,48.1,76.9,23.1,59.0,21.1,19.4,12.2,21.6,15.2,37.9,53.6,46.4,76.2,23.8,57.6,42.4,1998
Chicago Bulls,50,13,37,48.3,84.1,15.9,66.5,25.7,13.0,11.0,20.5,19.3,40.8,62.5,37.5,93.8,6.2,66.1,33.9,1998
Los Angeles Clippers,50,9,41,48.5,83.3,16.7,66.3,19.4,14.2,11.5,19.5,18.6,46.8,43.2,56.8,80.8,19.2,47.9,52.1,1998
Vancouver Grizzlies,50,8,42,48.7,88.2,11.8,67.3,23.2,10.0,12.0,22.7,17.8,44.1,55.7,44.3,88.5,11.5,58.6,41.4,1998
Chicago Bulls,82,62,20,48.4,85.9,14.1,69.4,29.2,11.8,13.6,18.8,18.4,40.2,61.1,38.9,86.5,13.5,63.7,36.3,1997
Utah Jazz,82,62,20,48.2,89.0,11.0,66.3,24.7,9.0,13.1,24.7,16.3,41.6,68.1,31.9,80.7,19.3,69.2,30.8,1997
Los Angeles Lakers,82,61,21,48.4,78.4,21.6,61.2,10.0,17.2,17.4,21.5,17.2,51.2,60.2,39.8,83.5,16.5,63.9,36.1,1997
Seattle SuperSonics,82,61,21,48.2,75.7,24.3,59.0,17.5,22.6,15.7,18.4,19.6,41.4,59.1,40.9,88.4,11.6,65.1,34.9,1997
Indiana Pacers,82,58,24,48.4,83.5,16.5,64.0,25.9,15.3,14.6,20.7,18.7,38.1,60.5,39.5,91.0,9.0,64.7,35.3,1997
Phoenix Suns,82,56,26,48.7,82.0,18.0,66.3,24.5,15.8,14.6,17.9,18.6,41.8,64.2,35.8,89.8,10.2,67.7,32.3,1997
San Antonio Spurs,82,56,26,48.4,86.1,13.9,68.4,21.6,11.9,11.7,19.6,14.2,46.8,60.2,39.8,91.7,8.3,63.5,36.5,1997
Miami Heat,82,55,27,48.2,75.6,24.4,59.1,18.2,21.1,14.4,19.8,16.9,40.9,57.3,42.7,79.9,20.1,61.7,38.3,1997
Charlotte Hornets,82,51,31,48.2,85.8,14.2,66.2,24.0,13.1,14.6,20.7,17.4,42.2,62.2,37.8,89.9,10.1,65.4,34.6,1997
Atlanta Hawks,82,50,32,48.5,84.0,16.0,64.9,23.7,12.9,11.4,22.3,16.1,41.1,51.6,48.4,74.8,25.2,54.3,45.7,1997
Cleveland Cavaliers,82,47,35,48.4,87.1,12.9,66.4,22.4,11.8,14.4,21.8,20.9,44.0,64.2,35.8,93.0,7.0,67.2,32.8,1997
Portland Trail Blazers,82,46,36,48.4,83.6,16.4,66.2,19.4,12.6,12.7,21.2,16.4,46.8,59.0,41.0,78.7,21.3,61.2,38.8,1997
Minnesota Timberwolves,82,45,37,48.6,87.2,12.8,68.9,29.8,11.0,14.1,20.2,16.9,39.0,64.5,35.5,74.6,25.4,65.5,34.5,1997
New Jersey Nets,82,43,39,48.5,86.5,13.5,67.2,26.2,11.4,14.0,21.4,20.1,41.0,51.2,48.8,90.3,9.7,55.2,44.8,1997
New York Knicks,82,43,39,48.4,82.2,17.8,66.1,28.1,15.3,12.7,18.6,18.8,38.0,59.5,40.5,81.2,18.8,62.4,37.6,1997
Washington Wizards,82,42,40,48.3,86.1,13.9,69.3,27.1,12.0,12.4,18.7,18.8,42.2,58.9,41.1,85.3,14.7,61.7,38.3,1997
Houston Rockets,82,41,41,48.4,74.4,25.6,58.6,18.8,21.2,12.7,20.2,16.4,39.8,55.2,44.8,85.5,14.5,61.1,38.9,1997
Orlando Magic,82,41,41,48.4,85.9,14.1,67.1,26.8,11.9,10.6,21.0,17.6,40.3,58.4,41.6,84.6,15.4,61.1,38.9,1997
Detroit Pistons,82,37,45,48.7,85.3,14.7,66.5,24.1,11.4,14.3,22.1,18.4,42.5,52.5,47.5,84.3,15.7,55.8,44.2,1997
Boston Celtics,82,36,46,48.1,82.0,18.0,66.0,22.9,15.8,15.9,18.1,23.2,43.1,56.9,43.1,81.4,18.6,60.3,39.7,1997
Milwaukee Bucks,82,36,46,48.6,89.0,11.0,68.9,30.2,9.6,16.7,21.5,18.8,38.7,54.2,45.8,81.1,18.9,56.5,43.5,1997
Philadelphia 76ers,82,31,51,48.2,87.4,12.6,67.8,23.6,9.5,16.6,22.7,18.5,44.2,58.1,41.9,90.9,9.1,60.9,39.1,1997
Sacramento Kings,82,27,55,48.1,87.9,12.1,70.0,25.4,11.1,14.1,18.9,17.2,44.7,59.6,40.4,85.9,14.1,62.1,37.9,1997
Dallas Mavericks,82,20,62,48.5,82.5,17.5,65.7,29.5,16.9,15.1,17.5,17.8,36.2,47.5,52.5,87.0,13.0,53.3,46.7,1997
Golden State Warriors,82,19,63,48.4,89.9,10.1,73.4,31.3,7.8,13.1,18.8,16.8,42.1,58.4,41.6,83.1,16.9,60.0,40.0,1997
Vancouver Grizzlies,82,19,63,48.4,86.3,13.7,67.7,21.7,12.3,13.8,20.0,15.8,46.0,62.0,38.0,91.7,8.3,65.2,34.8,1997
Los Angeles Clippers,82,17,65,48.2,78.1,21.9,61.2,17.5,20.0,15.5,18.8,16.2,43.6,47.3,52.7,75.2,24.8,52.3,47.7,1997
Toronto Raptors,82,16,66,48.6,84.1,15.9,66.6,21.7,14.3,20.7,19.0,18.7,45.0,56.9,43.1,72.8,27.2,58.9,41.1,1997
Denver Nuggets,82,11,71,48.1,86.1,13.9,65.5,27.8,11.8,14.5,22.7,18.1,37.7,55.1,44.9,79.9,20.1,57.8,42.2,1997
Chicago Bulls,82,69,13,48.1,79.7,20.3,65.1,29.6,18.6,12.0,16.3,18.0,35.6,62.1,37.9,82.6,17.4,65.4,34.6,1996
Utah Jazz,82,64,18,48.4,85.5,14.5,66.2,22.1,11.9,13.6,22.0,18.7,44.1,68.8,31.2,82.0,18.0,70.2,29.8,1996
Miami Heat,82,61,21,48.3,70.1,29.9,55.1,15.5,26.2,13.0,18.7,19.6,39.6,55.8,44.2,79.4,20.6,61.5,38.5,1996
Houston Rockets,82,57,25,48.4,71.6,28.4,57.4,14.7,24.4,11.9,18.2,16.3,42.6,61.5,38.5,83.3,16.7,66.3,33.7,1996
New York Knicks,82,57,25,48.4,79.2,20.8,61.7,21.6,18.0,11.9,20.3,18.2,40.1,59.5,40.5,79.6,20.4,62.8,37.2,1996
Seattle SuperSonics,82,57,25,48.2,75.3,24.7,58.9,13.6,20.3,15.5,20.9,20.9,45.3,58.4,41.6,90.9,9.1,64.4,35.6,1996
Atlanta Hawks,82,56,26,48.3,70.9,29.1,55.4,18.3,25.4,9.4,19.2,18.8,37.0,50.5,49.5,71.2,28.8,55.4,44.6,1996
Los Angeles Lakers,82,56,26,48.6,77.4,22.6,60.2,13.6,20.2,15.3,19.7,18.7,46.5,58.7,41.3,71.7,28.3,61.1,38.9,1996
Charlotte Hornets,82,54,28,48.3,78.2,21.8,59.1,20.6,21.9,11.1,19.0,16.9,38.5,62.7,37.3,87.6,12.4,67.6,32.4,1996
Detroit Pistons,82,54,28,48.4,75.4,24.6,58.1,21.1,22.6,11.1,19.3,18.4,37.0,45.9,54.1,89.9,10.1,55.0,45.0,1996
Portland Trail Blazers,82,49,33,48.4,78.3,21.7,61.6,15.4,18.5,13.2,19.9,17.6,46.2,52.7,47.3,78.2,21.8,57.0,43.0,1996
Orlando Magic,82,45,37,48.4,74.4,25.6,58.9,16.9,22.0,11.9,19.1,19.0,42.0,52.5,47.5,87.5,12.5,59.5,40.5,1996
Washington Bullets,82,44,38,48.4,85.0,15.0,70.6,21.6,12.2,14.6,17.2,18.9,49.0,57.0,43.0,84.9,15.1,59.9,40.1,1996
Cleveland Cavaliers,82,42,40,48.4,78.5,21.5,61.9,24.6,20.2,9.4,17.9,20.8,37.4,59.4,40.6,81.6,18.4,63.4,36.6,1996
Minnesota Timberwolves,82,40,42,48.2,83.0,17.0,65.1,25.8,14.1,11.1,20.8,17.9,39.3,63.4,36.6,66.6,33.4,63.8,36.2,1996
Phoenix Suns,82,40,42,48.4,78.7,21.3,62.1,19.4,18.8,14.9,19.2,16.7,42.7,62.3,37.7,82.7,17.3,65.8,34.2,1996
Indiana Pacers,82,39,43,48.6,81.9,18.1,61.9,20.8,16.5,13.4,21.6,17.3,41.1,57.9,42.1,80.9,19.1,61.4,38.6,1996
Los Angeles Clippers,82,36,46,48.6,80.0,20.0,63.1,21.3,17.8,13.8,19.0,19.0,41.8,51.5,48.5,77.6,22.4,55.6,44.4,1996
Sacramento Kings,82,34,48,48.3,84.0,16.0,65.4,24.4,15.7,13.5,18.9,17.0,41.0,56.8,43.2,80.0,20.0,60.0,40.0,1996
Milwaukee Bucks,82,33,49,48.1,85.4,14.6,67.6,23.3,12.4,14.5,20.0,17.2,44.3,51.3,48.7,78.4,21.6,54.3,45.7,1996
Golden State Warriors,82,30,52,48.5,79.2,20.8,61.6,20.7,17.7,9.7,20.8,17.3,40.8,57.8,42.2,76.5,23.5,60.8,39.2,1996
Toronto Raptors,82,30,52,48.4,75.5,24.5,59.0,16.2,22.6,18.4,18.5,18.6,42.8,55.4,44.6,74.0,26.0,59.2,40.8,1996
New Jersey Nets,82,26,56,48.2,80.7,19.3,63.0,21.3,18.2,15.0,18.8,17.9,41.6,53.7,46.3,78.3,21.7,57.6,42.4,1996
Dallas Mavericks,82,24,58,48.3,79.6,20.4,64.2,21.0,17.3,14.9,18.5,18.3,43.2,54.4,45.6,85.3,14.7,59.1,40.9,1996
Philadelphia 76ers,82,22,60,48.2,80.2,19.8,62.6,17.5,15.8,13.8,21.6,16.9,45.1,53.9,46.1,71.6,28.4,56.4,43.6,1996
Denver Nuggets,82,21,61,48.6,74.4,25.6,57.3,21.4,23.8,12.4,18.9,14.4,35.9,59.5,40.5,82.1,17.9,64.4,35.6,1996
San Antonio Spurs,82,20,62,48.1,81.5,18.5,66.0,19.4,15.3,12.8,18.7,17.0,46.6,55.3,44.7,81.0,19.0,58.8,41.2,1996
Boston Celtics,82,15,67,48.5,80.9,19.1,63.0,18.2,17.0,16.4,20.0,20.3,44.9,54.2,45.8,82.2,17.8,58.4,41.6,1996
Vancouver Grizzlies,82,14,68,48.2,80.3,19.7,64.9,21.0,18.3,12.6,16.8,17.3,43.9,62.6,37.4,84.5,15.5,66.1,33.9,1996
